subdomain,is_reachable
*.sepie.go.gob.es,False
*.sepie.gob.gob.es,False
*.servicios.060.gob.gob.es,False
*.serviciosinternos.hacienda.gob.gob.es,False
*.serviciosmin.go.gob.es,False
*.serviciosmin.gob.gob.es,False
*.sirem.gob.gob.es,False
*.sns.gob.gob.es,False
*.spainaudiovisualhub.mineco.go.gob.es,False
*.spainaudiovisualhub.mineco.gob.gob.es,False
*.spaincharterofdigitalrights.go.gob.es,False
*.spaincharterofdigitalrights.gob.gob.es,False
*.tesoropublico.gob.gob.es,False
*.trabajo.gob.gob.es,False
*.transicionjusta.gob.gob.es,False
*.transparencia.go.gob.es,False
*.transparencia.gob.gob.es,False
*.transparencialocal.go.gob.es,False
*.transparencialocal.gob.gob.es,False
*.tributos.hacienda.gob.gob.es,False
*.universidades.gob.gob.es,False
*.vacunacovid.go.gob.es,False
*.vacunacovid.gob.gob.es,False
*.vc.mineco.go.gob.es,False
*.vc.mineco.gob.gob.es,False
*.vpsocial.gob.gob.es,False
*.yosoytuviveladiversidad.go.gob.es,False
*aepsad.gob.gob.es,False
acceso.funciona.gob.gob.es,False
access.igae.hacienda.go.gob.es,False
access.igae.hacienda.gob.gob.es,False
acelerapyme.go.gob.es,False
acelerapyme.gob.gob.es,False
admin.tecnologiaeinnovacion.defensa.go.gob.es,False
administracion.gob.gob.es,False
administraciondejusticia.go.gob.es,False
administracionelectronica.go.gob.es,False
administracionelectronica.gob.gob.es,False
aecid.go.gob.es,False
agenciatributaria.go.gob.es,False
agenciatributaria.gob.gob.es,False
agendadigital.go.gob.es,False
agendadigital.gob.gob.es,False
agendaurbana.go.gob.es,False
agregacion.contrataciondelsectorpublico.go.gob.es,False
agregacion.contrataciondelsectorpublico.gob.gob.es,False
agregacion.test-contratacionsectorpublico.go.gob.es,False
agregacion.test-contratacionsectorpublico.gob.gob.es,False
aica.go.gob.es,False
ajcampos.go.gob.es,False
ajcampos.gob.gob.es,False
alcexpe.vc.hacienda.go.gob.es,False
alfonso.garcia@oepm.gob.gob.es,False
alfonso.garica@oepm.gob.gob.es,False
alreco.inclusion.gob.gob.es,False
api.cnmc.go.gob.es,False
api.cnmc.gob.gob.es,False
apipre.cnmc.gob.gob.es,False
aplicaciones.csd.gob.gob.es,False
aplicaciones.economia.go.gob.es,False
aplicaciones.economia.gob.gob.es,False
aplicaciones.fomento.gob.gob.es,False
aplicaciones.rtic.gob.gob.es,False
app.sgc.presidencia.gob.gob.es,False
apps.fomento.gob.gob.es,False
archiva.minhap.gob.gob.es,False
asistencia.covid19.go.gob.es,False
asistencia.covid19.gob.gob.es,False
aue.go.gob.es,False
autodiscover.cultura.go.gob.es,False
autodiscover.cultura.gob.gob.es,False
autodiscover.igae.hacienda.go.gob.es,False
autodiscover.inclusion.go.gob.es,False
autodiscover.lab.educacion.go.gob.es,False
autodiscover.mapateco.go.gob.es,False
autodiscover.mitramiss.go.gob.es,False
autodiscover.oepm.go.gob.es,False
avancedigital.go.gob.es,False
avancedigital.gob.gob.es,False
ayudas.televisiondigital.gob.gob.es,False
becaseducacion.go.gob.es,False
bmps.puertoalicante.gob.gob.es,False
boe.go.gob.es,False
boe.gob.gob.es,False
bonificaciontransporte.fomento.gob.gob.es,False
bonosocial.go.gob.es,False
box.mites.gob.gob.es,False
bpms.puertoalicante.gob.gob.es,False
burujon.toledo.gob.gob.es,False
buscadorcdi.gob.gob.es,False
buscadorcdi.minhap.gob.gob.es,False
ca.seguro.empleo.gob.gob.es,False
ca2.seguro.empleo.gob.gob.es,False
capacitacion.mineco.go.gob.es,False
capacitacion.mineco.gob.gob.es,False
capn.go.gob.es,False
capn.gob.gob.es,False
carpetaciudadana.gob.gob.es,False
catalogocentralizado.hacienda.gob.gob.es,False
catalogocentralizadomigradows.hacienda.gob.gob.es,False
catalogocentralizadows.hacienda.gob.gob.es,False
ccs.go.gob.es,False
ccs.gob.gob.es,False
cdm.060.gob.gob.es,False
cedex.gob.gob.es,False
centrocompetencias.mapa.gob.gob.es,False
cepc.go.gob.es,False
certificado.contrataciondelsectorpublico.go.gob.es,False
certificado.test-contratacionsectorpublico.go.gob.es,False
cita-previa.mjusticia.gob.gob.es,False
citaprevia.educacion.go.gob.es,False
citaprevia.educacion.gob.gob.es,False
citaprevia.mjusticia.gob.gob.es,False
clasespasivas.go.gob.es,False
clasespasivas.gob.gob.es,False
clave-dninbcert.policia.go.gob.es,False
clave-dninbcert.policia.gob.gob.es,False
clave-dninbrt.policia.go.gob.es,False
clave-dninbrt.policia.gob.gob.es,False
clave-dninbrt.seg-social.go.gob.es,False
clave-dninbrt.seg-social.gob.gob.es,False
clave.buscador.gob.gob.es,False
clave.gob.gob.es,False
clubdelectura.eleo.mecd.go.gob.es,False
cma.toledo.gob.gob.es,False
cnspostal.go.gob.es,False
cnspostal.gob.gob.es,False
colabora.economia.go.gob.es,False
colabora.economia.gob.gob.es,False
comarcas.gob.gob.es,False
comercio.go.gob.es,False
comercio.gob.gob.es,False
comisionadopobrezainfantil.go.gob.es,False
comparte.fomento.gob.gob.es,False
comprassns.ingesa.sanidad.gob.gob.es,False
comunicacion.presidencia.go.gob.es,False
conectemos.mineco.go.gob.es,False
conectemos.mineco.gob.gob.es,False
conf.presidencia.go.gob.es,False
consejodetransparencia.buscador.gob.gob.es,False
consejodetransparencia.gob.gob.es,False
consumo.gob.gob.es,False
contratacion.puertocadiz.go.gob.es,False
contratacioncentralizada.gob.gob.es,False
contrataciondelsectorpublico.gob.gob.es,False
coronavirus.go.gob.es,False
coronavirus.gob.gob.es,False
correo.cultura.gob.gob.es,False
correo.gob.gob.es,False
correoseguro.agenciatributaria.gob.gob.es,False
correoweb.minetur.gob.gob.es,False
correoweb.mitramiss.gob.gob.es,False
correoweb.oepm.gob.gob.es,False
covid-19.go.gob.es,False
covid-19.gob.gob.es,False
covid19.go.gob.es,False
covid19.gob.gob.es,False
cpage.mpr.go.gob.es,False
cpage.mpr.gob.gob.es,False
cpanel.villamuelas.go.gob.es,False
cpeis.toledo.gob.gob.es,False
crm.mincotur.go.gob.es,False
crm.minetad.gob.gob.es,False
crm.minetur.gob.gob.es,False
crm.serviciosmin.gob.gob.es,False
cteaje.go.gob.es,False
cuestionarios.msssi.gob.gob.es,False
culturaydeporte.gob.gob.es,False
cvdemo.plantl.gob.gob.es,False
cvs.sepie.go.gob.es,False
cvs.sepie.gob.gob.es,False
dataia-dev.mapa.go.gob.es,False
dataia-dev.mapa.gob.gob.es,False
dataia.mapa.go.gob.es,False
dataia.mapa.gob.gob.es,False
datos.go.gob.es,False
datos.gob.gob.es,False
datos.upo.go.gob.es,False
datos.upo.gob.gob.es,False
defensa.go.gob.es,False
defensa.gob.gob.es,False
delta.empleo.gob.gob.es,False
delta.mtin.gob.gob.es,False
demo.datos.go.gob.es,False
demo.datos.gob.gob.es,False
derechosdigitales.go.gob.es,False
derechosdigitales.gob.gob.es,False
desa-servicio.mapa.go.gob.es,False
desa-servicio.mapama.gob.gob.es,False
desa-servicios.mapa.go.gob.es,False
desa-servicios.mapa.gob.gob.es,False
desafia.go.gob.es,False
desafia.gob.gob.es,False
difusion-face.buscador.gob.gob.es,False
digitalcovid.go.gob.es,False
digitalcovid.gob.gob.es,False
digitalcovid19.go.gob.es,False
digitalcovid19.gob.gob.es,False
diputacion.toledo.go.gob.es,False
diputacion.toledo.gob.gob.es,False
dir3.airef.gob.gob.es,False
dire.go.gob.es,False
dire.gob.gob.es,False
dominios.cucl3.gob.gob.es,False
dsn.go.gob.es,False
easaws.seguridadaerea.gob.gob.es,False
eclasificacion.hacienda.gob.gob.es,False
economia.go.gob.es,False
economia.gob.gob.es,False
editorial.cepc.go.gob.es,False
editorial.cepc.gob.gob.es,False
eeagrants.gob.gob.es,False
egeo.airef.gob.gob.es,False
elementosdeia.go.gob.es,False
elementosdeia.gob.gob.es,False
elementsofai.go.gob.es,False
elementsofai.gob.gob.es,False
eleo.mecd.gob.gob.es,False
elri.plantl.go.gob.es,False
elri.plantl.gob.gob.es,False
emma.erasmusplus.gob.gob.es,False
emshi.go.gob.es,False
emshi.gob.gob.es,False
emujeres.igualdad.gob.gob.es,False
energia.gob.gob.es,False
enia.go.gob.es,False
enia.gob.gob.es,False
entradasfilmoteca.gob.gob.es,False
eportal-t.mapa.go.gob.es,False
eportal.magrama.gob.gob.es,False
eportal.mapa.go.gob.es,False
eportal.mapa.gob.gob.es,False
eportal.mapama.gob.gob.es,False
erasmusplus.go.gob.es,False
erasmusplus.gob.gob.es,False
espanaglobal.go.gob.es,False
espanaglobal.gob.gob.es,False
estaticos.villamuelas.go.gob.es,False
estaticos.villamuelas.gob.gob.es,False
evaluadd.minetur.gob.gob.es,False
eventos.agendadigital.go.gob.es,False
eventos.agendadigital.gob.gob.es,False
examenesavsec.seguridadaerea.gob.gob.es,False
explotacion.mtin.gob.gob.es,False
extranet.cultura.gob.gob.es,False
extranet.dgt.gob.gob.es,False
extranet.emshi.go.gob.es,False
extranet.emshi.gob.gob.es,False
extranet.fomento.gob.gob.es,False
extranet.inclusion.go.gob.es,False
extranet.minetad.gob.gob.es,False
extranet.minetur.gob.gob.es,False
extranet.mitramiss.gob.gob.es,False
face.go.gob.es,False
face.gob.gob.es,False
faceb2b.gob.gob.es,False
facturae.go.gob.es,False
facturae.gob.gob.es,False
fichas-i.igualdad.gob.gob.es,False
fichas.igualdad.gob.gob.es,False
ficheros.mjusticia.gob.gob.es,False
firmaelectronica.buscador.gob.gob.es,False
firmaelectronica.go.gob.es,False
firmaelectronica.gob.gob.es,False
fondonexttech.go.gob.es,False
fondonexttech.gob.gob.es,False
formacion-servicio.mapa.go.gob.es,False
formacion.mtin.gob.gob.es,False
fs.mincotur.go.gob.es,False
ftps.empleo.gob.gob.es,False
ftps.mites.go.gob.es,False
ftps.mitramiss.gob.gob.es,False
geoportal.minetur.gob.gob.es,False
geoportalgasolineras.go.gob.es,False
gestion.060.gob.gob.es,False
gestores.garantiajuvenil.mtin.gob.gob.es,False
gobernanza-contratacion.patrimoniodelestado.gob.gob.es,False
gp.serviciosmin.go.gob.es,False
hada.industriaconectada40.gob.gob.es,False
hadasurvey.industriaconectada40.gob.gob.es,False
herramientasdigitalescovid19.go.gob.es,False
herramientasdigitalescovid19.gob.gob.es,False
https:// puertohuelva.gob.gob.es,False
iconecta.hacienda.gob.gob.es,False
idae.gob.gob.es,False
idp.erasmusplus.gob.gob.es,False
idtic.avancedigital.gob.gob.es,False
iee.fomento.gob.gob.es,False
industria.gob.gob.es,False
industriaconectada40.go.gob.es,False
infoebola.go.gob.es,False
infoebola.gob.gob.es,False
infosubvenciones.go.gob.es,False
int-catalogocentralizadomigradows.hacienda.gob.gob.es,False
int-catalogocentralizadows.hacienda.gob.gob.es,False
integra-servicio.mapa.gob.gob.es,False
intermediosfirma.minetad.gob.gob.es,False
intermediosfirma.minetur.gob.gob.es,False
iportal.mapama.gob.gob.es,False
ipv6.go.gob.es,False
ipv6.gob.gob.es,False
isciii.go.gob.es,False
isciii.gob.gob.es,False
lab.educacion.gob.gob.es,False
lexnetjusticia.gob.gob.es,False
libreria.culturaydeporte.go.gob.es,False
llamadas.060.gob.gob.es,False
lumiere.cultura.gob.gob.es,False
lve.mtin.gob.gob.es,False
lyncdiscover.igae.hacienda.go.gob.es,False
mail.secegsa.go.gob.es,False
mdmsgc.sgc.presidencia.go.gob.es,False
mdmtms.sgc.gob.gob.es,False
micinn.gob.gob.es,False
mincotur.gob.gob.es,False
mineco.go.gob.es,False
mineco.gob.gob.es,False
mites.go.gob.es,False
mites.gob.gob.es,False
moodle.cepc.gob.gob.es,False
mpt.gob.gob.es,False
mptfp.gob.gob.es,False
mtin2.mtin.gob.gob.es,False
mwc-spain.go.gob.es,False
mwc-spain.gob.gob.es,False
navalcan.toledo.gob.gob.es,False
networking.spain-mwc.gob.gob.es,False
notificaciones.cncompetencia.gob.gob.es,False
notificaciones.cnmc.gob.gob.es,False
notificaciones.idae.go.gob.es,False
notificaciones.idae.gob.gob.es,False
notificaciones.sepie.go.gob.es,False
notificaciones.sepie.gob.gob.es,False
nuevasedepre.inap.gob.gob.es,False
nuevo.acelerapyme.go.gob.es,False
nuevo.acelerapyme.gob.gob.es,False
observaciber.go.gob.es,False
observaciber.gob.gob.es,False
oficinamovil.inclusion.go.gob.es,False
oficinamovil.inclusion.gob.gob.es,False
oficinamovil.minetad.gob.gob.es,False
oficinamovil.minetur.gob.gob.es,False
origin.mapa.go.gob.es,False
osi.gob.gob.es,False
outlook.igae.hacienda.gob.gob.es,False
owa.erasmusplus.go.gob.es,False
owa.erasmusplus.gob.gob.es,False
pae.buscador.gob.gob.es,False
pasarela.dgt.gob.gob.es,False
pasarelaclave.minetur.gob.gob.es,False
pasarelafirma.minetur.gob.gob.es,False
patr.minetur.gob.gob.es,False
patrimoniocultural.defensa.go.gob.es,False
patrimoniocultural.defensa.gob.gob.es,False
pda.pap.hacienda.gob.gob.es,False
pda.pap.minhafp.go.gob.es,False
pda.pap.minhafp.gob.gob.es,False
pda.pap.minhap.go.gob.es,False
pdalab.pap.minhap.go.gob.es,False
petete.minhafp.gob.gob.es,False
planderecuperacion.go.gob.es,False
planderecuperacion.gob.gob.es,False
pnr.citco.gob.gob.es,False
portal.seg-social.gob.gob.es,False
portalextranet.minetad.gob.gob.es,False
portalextranet.minetur.gob.gob.es,False
portalwifi1.inclusion.go.gob.es,False
portalwifi1.mites.gob.gob.es,False
portsdebalears.go.gob.es,False
portsdebalears.gob.gob.es,False
postal.vp.gob.gob.es,False
pre-catalogocentralizadomigradows.hacienda.gob.gob.es,False
pre-catalogocentralizadows.hacienda.gob.gob.es,False
pre-explotacion.mtin.gob.gob.es,False
pre.datos.go.gob.es,False
pre.datos.gob.gob.es,False
prebuscadorcdi.gob.gob.es,False
prensaseguro.empleo.gob.gob.es,False
presede.airef.gob.gob.es,False
presede.ine.gob.gob.es,False
preservicio.magrama.go.gob.es,False
preservicio.mapa.go.gob.es,False
preservicio.mapa.gob.gob.es,False
preservicio.mapama.gob.gob.es,False
preserviciostelematicos.minhap.gob.gob.es,False
presidencia.gob.gob.es,False
prewww.chj.gob.gob.es,False
procedimientos.sede.isfas.go.gob.es,False
protocolo.presidencia.gob.gob.es,False
pruebasdelta.empleo.gob.gob.es,False
pruebaslve.mtin.gob.gob.es,False
pruebasrea.mtin.gob.gob.es,False
publicaciones.defensa.go.gob.es,False
publicaciones.defensa.gob.gob.es,False
puertoalicante.go.gob.es,False
puertogijon.go.gob.es,False
puertohuelva.gob.gob.es,False
puertomalaga.gob.gob.es,False
quimera10.igae.hacienda.gob.gob.es,False
quimera11.igae.hacienda.gob.gob.es,False
radar.covid19.go.gob.es,False
radar.covid19.gob.gob.es,False
radarcovid.covid19.go.gob.es,False
radarcovid.covid19.gob.gob.es,False
radarcovid.go.gob.es,False
radarcovid.gob.gob.es,False
radarcovidpre.covid19.go.gob.es,False
radarcovidpre.covid19.gob.gob.es,False
rea.mtin.gob.gob.es,False
reanteniza.minetur.gob.gob.es,False
reanteniza2.minetur.gob.gob.es,False
red.go.gob.es,False
red.gob.gob.es,False
redruralnacional.go.gob.es,False
registro.bne.gob.gob.es,False
registro.fnmt.go.gob.es,False
registro.fnmt.gob.gob.es,False
registro.idae.go.gob.es,False
registro.idae.gob.gob.es,False
registro.sepie.go.gob.es,False
registro.sepie.gob.gob.es,False
registrodelicitadores.gob.gob.es,False
registrogeneral.fnmt.gob.gob.es,False
registroqueja.fnmt.gob.gob.es,False
remoto.minetur.gob.gob.es,False
retransmisiones.hacienda.gob.gob.es,False
rgweb.sepe.go.gob.es,False
rpdiscapacidad.gob.gob.es,False
safe.mincotur.go.gob.es,False
safe.mincotur.gob.gob.es,False
safe.minetur.gob.gob.es,False
sagunto.gob.gob.es,False
sanfrancisco.desafia.go.gob.es,False
sanfrancisco.desafia.gob.gob.es,False
sdc.minhafp.gob.gob.es,False
sdc.minhap.gob.gob.es,False
seat.buscador.gob.gob.es,False
secretaria.emshi.gob.gob.es,False
sede ayto. guimar.go.gob.es,False
sede-d.miteco.gob.gob.es,False
sede-oepm-go.gob.es,False
sede-pre.csic.gob.gob.es,False
sede-sepes.gob.gob.es,False
sede-t.miteco.gob.gob.es,False
sede.060.go.gob.es,False
sede.060.gob.gob.es,False
sede.adif.go.gob.es,False
sede.adif.gob.gob.es,False
sede.administracion.gob.gob.es,False
sede.administracionespublicas.go.gob.es,False
sede.administracionespublicas.gob.gob.es,False
sede.aemet.go.gob.es,False
sede.aemet.gob.gob.es,False
sede.aemps.go.gob.es,False
sede.aemps.gob.gob.es,False
sede.aena.gob.gob.es,False
sede.aepd.go.gob.es,False
sede.apalmeria.gob..gob.es,False
sede.apalmeria.gob.gob.es,False
sede.apfsc.gob.gob.es,False
sede.apsevilla.gob.gob.es,False
sede.apvigo.gob.gob.es,False
sede.autoridadportuariadelabahiadealgeciras.gob.gob.es,False
sede.bne.go.gob.es,False
sede.bne.gob.gob.es,False
sede.cdti.gob.gob.es,False
sede.cedex.gob.gob.es,False
sede.ciemat.gob.gob.es,False
sede.cmt.go.gob.es,False
sede.cmt.gob.gob.es,False
sede.cncompetencia.gob.gob.es,False
sede.cne.gob.gob.es,False
sede.cni.gob.gob.es,False
sede.cnjuego.go.gob.es,False
sede.cnjuego.gob.gob.es,False
sede.cnmc.gob.gob.es,False
sede.cnmv.go.gob.es,False
sede.cnmv.gob.gob.es,False
sede.comercio.gob.gob.es,False
sede.consejodetransparencia.gob.gob.es,False
sede.coruna.gob.gob.es,False
sede.csd.go.gob.es,False
sede.csd.gob.gob.es,False
sede.csic.go.gob.es,False
sede.csic.gob.gob.es,False
sede.csn.go.gob.es,False
sede.csn.gob.gob.es,False
sede.defensa.gob.gob.es,False
sede.dgt.go.gob.es,False
sede.dgt.gob.gob.es,False
sede.diputaciondesalamanca.gob.gob.es,False
sede.educacion.go.gob.es,False
sede.educacion.gob.gob.es,False
sede.empleoyseguridadsocial.gob.gob.es,False
sede.emshi.gob.gob.es,False
sede.enaire.gob.gob.es,False
sede.fega.go.gob.es,False
sede.fogasa.empleo.go.gob.es,False
sede.fogasa.empleo.gob.gob.es,False
sede.fogasa.mites.gob.gob.es,False
sede.fogasa.mitramiss.gob.gob.es,False
sede.fomento.go.gob.es,False
sede.fomento.gob.gob.es,False
sede.funciona.gob.gob.es,False
sede.guardiacivil.go.gob.es,False
sede.guardiacivil.gob.gob.es,False
sede.guimar.go.gob.es,False
sede.guimar.gob.gob.es,False
sede.idae.gob.gob.es,False
sede.imserso.gob.gob.es,False
sede.inap.gob.gob.es,False
sede.ine.gob.gob.es,False
sede.irmc.gob.gob.es,False
sede.isciii.go.gob.es,False
sede.isciii.gob.gob.es,False
sede.isfas.gob.gob.es,False
sede.maec.go.gob.es,False
sede.maec.gob.gob.es,False
sede.magrama.gob.gob.es,False
sede.mapa.gob.gob.es,False
sede.mapama.gob.gob.es,False
sede.marm.gob.gob.es,False
sede.mcu.go.gob.es,False
sede.mcu.gob.gob.es,False
sede.micinn.gob.gob.es,False
sede.migualdad.gob.gob.es,False
sede.mineco.gob.gob.es,False
sede.minetur.go.gob.es,False
sede.minetur.gob.gob.es,False
sede.mir.go.gob.es,False
sede.mir.gob.gob.es,False
sede.miteco.gob.gob.es,False
sede.mitma.gob.gob.es,False
sede.mityc.gob.gob.es,False
sede.mjusticia.go.gob.es,False
sede.mjusticia.gob.gob.es,False
sede.mpt.gob.gob.es,False
sede.mscbs.go.gob.es,False
sede.mscbs.gob.gob.es,False
sede.msps.gob.gob.es,False
sede.msssi.go.gob.es,False
sede.msssi.gob.gob.es,False
sede.mtin.gob.gob.es,False
sede.muface.gob.gob.es,False
sede.oepm.go.gob.es,False
sede.oepm.gob.gob.es,False
sede.ordenacionjuego.go.gob.es,False
sede.ordenacionjuego.gob.gob.es,False
sede.ourense.go.gob.es,False
sede.ourense.gob.gob.es,False
sede.palmasport.gob.gob.es,False
sede.pasaiaport.gob.gob.es,False
sede.policia.gob.gob.es,False
sede.portcastello.gob.gob.es,False
sede.portovilagarcia.gob.gob.es,False
sede.puertoalicante.go.gob.es,False
sede.puertoalicante.gob.gob.es,False
sede.puertoaviles.gob.gob.es,False
sede.puertocadiz.gob.gob.es,False
sede.puertocoruna.gob.gob.es,False
sede.puertodeceuta.gob.gob.es,False
sede.puertodemelilla.gob.gob.es,False
sede.puertohuelva.gob.gob.es,False
sede.puertomalaga.gob.gob.es,False
sede.puertos.gob.gob.es,False
sede.puertosantander.gob.gob.es,False
sede.puertosdetenerife.gob.gob.es,False
sede.red.go.gob.es,False
sede.red.gob.gob.es,False
sede.seg-social.go.gob.es,False
sede.seg-social.gob.gob.es,False
sede.seguridadaerea.gob.gob.es,False
sede.sepe.gob.gob.es,False
sede.serviciosmin.gob.gob.es,False
sede.transicionjusta.gob.gob.es,False
sede.transparencia.gob.gob.es,False
sede.villamuelas.go.gob.es,False
sede.villamuelas.gob.gob.es,False
sede2.mjusticia.gob.gob.es,False
sedeaepd.go.gob.es,False
sedeagpd.go.gob.es,False
sedeagpd.gob.gob.es,False
sedeapl.dgt.go.gob.es,False
sedeapl.dgt.gob.gob.es,False
sedeaplicaciones.minetur.go.gob.es,False
sedeaplicaciones.minetur.gob.gob.es,False
sedeaplicaciones2.minetur.go.gob.es,False
sedeaplicaciones2.minetur.gob.gob.es,False
sedeav.adif.gob.gob.es,False
sedebilbaoport.gob.gob.es,False
